1	1	0.34465
1	41	0.05411
1	330	0.051465
1	505	0.12867
1	904	0.28468
1	940	0.28873
2	2	0.48753
2	5	-7.5836e-05
2	34	0.0073249
2	42	0.00059615
2	44	0.13515
2	45	-0.00067824
2	58	-0.0011613
2	59	0.0011538
2	61	-0.1138
2	75	0.0039934
2	103	-2.8063e-06
2	118	-0.0001098
2	120	-0.027262
2	125	0.00013043
2	145	-0.00014972
2	147	0.0030324
2	149	-0.0097973
2	158	-3.2893e-05
2	159	-0.0037895
2	161	0.01979
2	167	-0.00093374
2	173	3.2606e-05
2	224	-0.0023884
2	231	0.00035842
2	237	-1.2419e-06
2	256	-0.0055181
2	286	-0.00010575
2	296	0.001266
2	334	-0.0013584
2	371	0.00030351
2	422	-2.3072e-06
2	463	-2.6001e-06
2	547	0.00017135
2	556	0.0014526
2	591	-1.9916e-05
2	631	-0.00028028
2	652	-0.0020672
2	660	7.7742e-06
2	664	5.357e-05
2	666	0.00053022
2	670	0.0015605
2	709	0.0001048
2	747	-0.00026007
2	788	-9.8734e-05
2	803	0.0016967
2	825	1.5994e-05
2	894	-0.00051198
2	908	0.001106
2	934	-0.15092
2	941	-0.069051
2	955	0.00097717
2	973	0.015507
3	3	0.42201
3	249	0.048385
3	677	-0.36636
4	4	0.28258
4	26	-0.022834
4	57	0.0032442
4	143	-3.7031e-07
4	208	-0.0031252
4	343	-0.0004684
4	359	0.06602
4	388	0.00017836
4	396	0.0035745
4	435	0.0018529
4	438	-0.0022109
4	441	-0.013869
4	465	0.1236
4	503	-0.0051579
4	515	0.00049716
4	524	-0.015787
4	531	3.5517e-06
4	535	0.0033572
4	567	0.41144
4	568	-1.6749e-06
4	655	1.3887e-07
4	687	0.014878
4	710	-0.0022654
4	773	0.0038104
4	795	-2.0886e-05
4	860	-0.0019964
4	889	-1.1381e-05
4	956	0.0011729
5	2	-7.5836e-05
5	5	0.83733
5	34	-0.00054247
5	42	0.0003852
5	45	-0.00043825
5	58	-0.00075035
5	59	0.00074554
5	75	0.0025803
5	103	-4.4447e-05
5	118	8.1318e-06
5	145	-0.0023714
5	147	0.0019594
5	149	0.00072557
5	159	0.00028064
5	161	-0.0014656
5	167	-0.053309
5	173	-0.30117
5	175	-0.00023703
5	224	-0.0015433
5	231	0.0056768
5	237	-1.9669e-05
5	256	-0.0035655
5	290	0.0038392
5	296	0.00081801
5	315	0.00053848
5	334	-0.00087776
5	547	0.0027139
5	556	0.00093858
5	591	-1.2868e-05
5	610	0.0028656
5	632	0.00084591
5	642	0.003803
5	652	-0.0013357
5	666	0.0083979
5	670	0.0010083
5	709	6.7715e-05
5	720	-0.00098797
5	733	0.0014903
5	747	-0.00016804
5	749	0.00055038
5	758	-0.024755
5	803	0.0010964
5	894	-1.6819e-05
5	908	0.00071466
5	955	3.2102e-05
5	973	0.00050943
6	6	0.96602
7	7	0.47014
7	9	1.9642e-05
7	129	-0.0014651
7	134	0.114
7	170	0.00045488
7	172	0.051812
7	218	5.9967e-05
7	238	-0.035296
7	289	-0.0071212
7	292	0.00061642
7	293	0.00070583
7	296	0.0016025
7	321	0.0016324
7	326	1.249e-05
7	346	0.00016063
7	373	-0.00059235
7	510	0.00013004
7	512	-0.2243
7	516	-0.00037424
7	593	-0.0070316
7	673	-5.775e-06
7	684	0.0013455
7	685	-0.00017831
7	690	0.0026143
7	739	-0.00039226
7	741	-0.0097036
7	746	0.015149
7	868	0.38232
7	908	-0.0018342
7	929	0.00021197
8	8	0.11738
8	57	-0.0010225
8	59	6.6038e-06
8	62	0.001081
8	103	1.4072e-06
8	130	-2.3469e-08
8	145	-1.5324e-09
8	156	-0.00087448
8	170	-0.001393
8	193	4.0348e-06
8	214	-0.0056808
8	220	-1.9099e-05
8	224	3.1903e-06
8	229	-3.4335e-09
8	231	3.6685e-09
8	232	8.4158e-06
8	237	6.2273e-07
8	250	-0.00042407
8	254	3.4887e-06
8	294	1.1418e-05
8	311	0.0024565
8	343	-0.0064563
8	383	3.1902e-06
8	388	0.0024585
8	396	-1.1676e-07
8	418	-0.0014408
8	438	7.222e-08
8	460	-9.0272e-05
8	515	0.0068527
8	535	-0.0010581
8	547	1.7538e-09
8	551	8.7911e-07
8	572	0.00033811
8	603	9.8961e-05
8	630	-2.5627e-05
8	635	-0.0032504
8	638	2.8838e-05
8	657	-5.0782e-06
8	666	5.4269e-09
8	685	-0.0035535
8	699	1.5143e-05
8	748	3.4757e-08
8	777	-6.9184e-06
8	779	5.8391e-05
8	807	-7.1039e-06
8	832	3.6295e-06
8	860	-2.8904e-07
8	920	1.6641e-05
8	948	5.9715e-06
9	7	1.9642e-05
9	9	0.19177
9	30	-0.00013702
9	50	-0.0021307
9	115	0.0035686
9	170	-0.00055638
9	172	-0.00014331
9	218	-0.062093
