1	1	0.74181
1	3018	0.071686
1	4508	-0.025943
1	5032	0.41743
2	2	0.12189
2	285	0.00030438
2	662	-2.8683e-05
2	738	0.20445
2	782	8.3686e-05
2	915	0.00055617
2	2511	-0.0010519
2	3523	0.00014937
2	4859	-9.4389e-05
2	5708	0.00082425
2	5885	-0.03282
2	6237	0.063776
2	6616	-0.0003359
2	6705	-0.00050657
2	7113	-1.5073e-05
2	7836	0.10637
2	9332	-0.00039434
2	9914	-0.00078713
3	3	0.30181
3	72	-0.045841
3	195	-0.016067
3	346	0.012087
3	629	0.031947
3	1597	0.0012257
3	3069	0.18208
3	3505	0.0042129
3	3706	0.025151
3	4404	0.00079242
3	4412	0.19666
3	6784	-0.019433
3	8963	-0.00087761
3	9091	0.34586
3	9398	0.0034831
3	9806	0.00028619
4	4	0.16527
4	934	-0.03078
4	1350	-0.12755
4	1482	-0.011711
4	2232	0.0027364
4	2635	-0.051455
4	2694	0.012167
4	2788	-0.010555
4	6062	-0.0062682
4	6286	0.2764
4	7235	-0.019235
4	7712	0.026998
4	7803	0.053536
4	9164	0.00046837
4	9536	0.056484
5	5	0.99724
6	6	0.52454
6	2100	-0.016018
6	3144	0.11609
6	3938	-0.052961
6	4220	-0.00080818
6	4605	-0.070052
6	6178	0.001046
6	7732	-0.47009
6	9547	-0.022035
7	7	0.99586
8	8	0.21006
8	2881	0.038889
8	5071	0.042572
8	6598	0.35994
9	9	0.99449
10	10	0.9938
11	11	0.3092
11	55	0.0017257
11	115	2.2116e-07
11	119	0.00011626
11	837	0.0064451
11	909	0.00057087
11	936	-0.0059489
11	1159	-0.16353
11	1217	0.00033276
11	1302	2.2629e-05
11	1471	-0.013711
11	1525	-5.5014e-06
11	1528	5.8583e-07
11	1579	-0.0027259
11	1961	0.37131
11	2487	0.0017259
11	2885	9.0576e-06
11	2917	1.9532e-07
11	3093	0.0015218
11	3317	-0.0074639
11	4132	0.00025684
11	4138	0.0007041
11	4446	0.00027795
11	4632	0.00067304
11	4739	0.00075697
11	5154	3.4269e-06
11	5497	2.6351e-06
11	5836	0.011084
11	5926	-6.8425e-08
11	6052	-0.0030705
11	6193	7.8562e-06
11	6352	-2.5157e-07
11	6414	0.00021612
11	6416	0.0027827
11	6420	-1.3058e-05
11	6681	-0.00061946
11	6742	-0.012166
11	6782	-1.428e-05
11	6951	0.001531
11	7149	-5.8774e-05
11	7181	-0.0010386
11	7319	1.4236e-06
11	7392	0.004646
11	7415	6.2876e-09
11	7713	0.00020783
11	7721	0.0001856
11	7876	-0.0023421
11	8461	2.9271e-05
11	8472	-0.017424
11	8738	-5.2503e-07
11	9101	0.00011458
11	9254	-8.3577e-05
11	9447	0.0035122
11	9505	-6.3665e-06
11	9726	-9.9777e-06
12	12	0.086965
12	430	-0.0018577
12	974	0.0048678
12	1010	-0.00019962
12	1148	0.0007916
12	1264	-1.1331e-06
12	1391	-6.9618e-06
12	1557	0.0046882
12	1606	0.0011071
12	1634	-0.00073983
12	1712	-0.0018209
12	2038	0.093108
12	2240	0.00054461
12	2271	0.00079186
12	2350	0.00051751
12	2400	0.0004082
12	2518	-0.00037518
12	2561	-0.001318
12	2596	0.012663
