1	1	0.25979
1	10	-0.0057847
1	94	-0.017914
1	363	0.00062349
1	595	-0.00031771
1	1430	0.0010062
1	1515	0.00056801
1	1597	0.00065684
1	1692	-0.0090126
1	1735	-0.00083834
1	1821	0.008244
1	1836	0.012559
1	2408	0.0041536
1	2547	-0.004878
1	2551	0.00044564
1	2825	-0.00047196
1	3256	0.00086773
1	3312	0.061316
1	3443	0.00034741
1	3603	-0.014608
1	3782	-2.4032e-05
1	3811	9.3477e-06
1	3932	-0.016469
1	4361	-0.03549
1	4496	4.5001e-06
1	4635	-0.015775
1	4824	0.00053679
1	4885	1.3914e-05
1	4915	0.00010945
1	5573	-8.3328e-07
1	5899	-0.0011285
1	5990	0.00012602
1	6003	0.023363
1	6307	-0.0048899
1	6317	0.00076574
1	6418	-1.1102e-05
1	6800	0.0095886
1	6864	0.16006
1	7081	0.032833
1	7258	-0.00017319
1	7572	-0.002936
1	7650	-0.001635
1	8257	-0.00093107
1	8310	-0.00075239
1	8384	0.016368
1	8525	-0.04668
1	8565	0.0016864
1	8735	0.0067244
1	9038	0.036763
1	9349	0.0019947
1	9368	0.0030132
1	9490	0.00042369
2	2	0.30895
2	454	0.013962
2	675	0.16143
2	759	-0.032495
2	2079	0.11296
2	2292	-0.010055
2	2508	0.0025315
2	2718	-0.007053
2	2811	0.00037955
2	3195	-0.00023379
2	3399	0.0077592
2	3497	-0.0080392
2	3682	-0.0094778
2	3857	0.0029959
2	4528	-0.02637
2	4593	0.032453
2	4774	-0.0035866
2	5583	-0.0019025
2	6083	0.0020087
2	6174	-0.0049059
2	6915	0.010776
2	7009	-0.002326
2	7332	-0.0075739
2	7846	-0.019775
2	8112	-0.063137
2	9106	0.14576
2	9138	0.00065223
2	9184	-0.0011963
3	3	0.91911
3	95	-0.0066456
3	527	-0.001283
3	620	-1.3233e-05
3	795	0.11007
3	1112	0.011462
3	1531	0.00072606
3	1904	-0.00037853
3	1973	-0.00085156
3	2303	-0.0051215
3	2930	0.00094981
3	4057	0.0036087
3	4175	-0.014602
3	4389	0.1693
3	5377	0.00059953
3	6484	0.010633
3	6668	-0.00033558
3	8629	-0.00088648
3	8810	-0.00074281
4	4	0.52774
4	809	-0.000191
4	1566	0.036009
4	1637	-0.032319
4	1751	-0.00037653
4	1864	8.9921e-06
4	2151	0.0019594
4	2397	-0.055819
4	2519	3.3042e-05
4	2752	0.0075775
4	2813	-0.00087957
4	2989	-0.0078085
4	3361	0.0024761
4	3379	-0.0049667
4	3462	0.027147
4	3594	0.001009
4	3776	0.021002
4	4068	6.8301e-06
4	4096	-0.050171
4	4171	-0.00016179
4	4246	-0.034855
4	4309	0.0085409
4	4313	-0.00074743
4	4382	-0.0010387
4	4574	0.089449
4	4833	0.037864
4	5002	-3.4474e-07
4	5093	7.3325e-06
4	5177	0.00027452
